song_id,artist,title,dominant_emotion,dominant_sentiment,emotion_distribution,sentiment_distribution
6636486,ericdoa,​finale,fear,negative,"{'anticipation': 0.06182829371505975, 'joy': 0.08869157556220983, 'trust': 0.0970449331397156, 'surprise': 0.07968010112369948, 'fear': 0.28794952925855993, 'sadness': 0.19913476685435244, 'anger': 0.12058284151816227, 'disgust': 0.06508795882824069}","{'positive': 0.36503335364369477, 'negative': 0.6349666463563052}"
5955393,Naevus,Waste,sadness,negative,"{'anticipation': 0.15392337119797964, 'sadness': 0.23347880845253888, 'disgust': 0.15307431087619872, 'fear': 0.1149729920957367, 'joy': 0.07353417426456545, 'surprise': 0.07353417426456545, 'trust': 0.13581122988706873, 'anger': 0.061670938961346476}","{'negative': 0.6384940881286107, 'positive': 0.3615059118713892}"
4191823,Willie Waters,Pressure,anger,negative,"{'trust': 0.14972792635342738, 'anticipation': 0.1372842631448891, 'fear': 0.06539444304741085, 'joy': 0.12259372147437941, 'surprise': 0.15369974195322084, 'anger': 0.1925187479938921, 'disgust': 0.11160748275222508, 'sadness': 0.06717367328055536}","{'positive': 0.09638249618713601, 'negative': 0.903617503812864}"
2332562,C. Baum,Noteriety Part 2,anticipation,negative,"{'fear': 0.14842916043595794, 'sadness': 0.17171755608056619, 'anger': 0.16532573738975737, 'disgust': 0.09144609367700637, 'surprise': 0.035832853345059444, 'anticipation': 0.2864373689290091, 'trust': 0.06205230177165116, 'joy': 0.03875892837099239}","{'negative': 0.5024719038367123, 'positive': 0.49752809616328786}"
3973995,Wolfbrigade,Waist Deep,sadness,negative,"{'disgust': 0.22351475673801016, 'sadness': 0.29515487316137373, 'fear': 0.10858402089934216, 'trust': 0.2861271257557221, 'anger': 0.04242344634090748, 'anticipation': 0.0441957771046443}","{'negative': 0.6586956686630546, 'positive': 0.3413043313369453}"
1565295,Rescuer,Faded Youth,sadness,negative,"{'anger': 0.10965733507202173, 'joy': 0.1677954111578485, 'trust': 0.11748767248286143, 'disgust': 0.1350623331555955, 'fear': 0.1350623331555955, 'sadness': 0.20008202691352225, 'surprise': 0.03738569463268801, 'anticipation': 0.09746719342986711}","{'negative': 0.5454406496871421, 'positive': 0.4545593503128578}"
5793160,Devboy,Haku,joy,positive,"{'joy': 0.3453521999042786, 'fear': 0.2047999731100586, 'sadness': 0.08631357752232424, 'anger': 0.05903691220799041, 'disgust': 0.044357642168321325, 'anticipation': 0.10164305217660395, 'surprise': 0.11396036196405152, 'trust': 0.04453628094637141}","{'positive': 0.5830634797802223, 'negative': 0.4169365202197778}"
3325359,Valley Cult,French Accident,anticipation,positive,"{'anticipation': 0.3874774847560576, 'joy': 0.28836139566967584, 'surprise': 0.28836139566967584, 'disgust': 0.03579972390459064}","{'negative': 0.02200775045132031, 'positive': 0.9779922495486797}"
3407310,Saltnpaper,Paean,anticipation,negative,"{'anticipation': 0.3406176117533963, 'fear': 0.28443444190927514, 'sadness': 0.2797650541340365, 'joy': 0.025448525696878117, 'surprise': 0.04428584080953599, 'trust': 0.025448525696878117}","{'positive': 0.3866040196498757, 'negative': 0.6133959803501243}"
1591319,J Church,Birthday,anticipation,positive,"{'anticipation': 0.36513521442094193, 'trust': 0.06459778085010696, 'joy': 0.29602290786402974, 'surprise': 0.2553503619577784, 'fear': 0.016020075191067663, 'sadness': 0.0028736597160751013}","{'negative': 0.021652687699731346, 'positive': 0.9783473123002687}"
6922273,Danielle Apicella,Fly,sadness,negative,"{'anticipation': 0.056756639765910485, 'trust': 0.0300288159133451, 'joy': 0.015244483419357625, 'fear': 0.44394988361855175, 'sadness': 0.45110499735974396, 'surprise': 0.002915179923091143}","{'positive': 0.10311949090064353, 'negative': 0.8968805090993565}"
272492,BrianMC,Rap God Brian Version,anticipation,negative,"{'anticipation': 0.5384013916186204, 'anger': 0.1971749731806492, 'joy': 0.26442363520073026}","{'negative': 0.6385597333134144, 'positive': 0.36144026668658563}"
1062758,Robert Earl Keen,Im Comin Home,joy,positive,"{'sadness': 0.17626528548069503, 'joy': 0.38681952414077847, 'anticipation': 0.13648019111685186, 'surprise': 0.06510106777622031, 'trust': 0.12026976406319562, 'disgust': 0.04501558672898829, 'fear': 0.07004858069327043}","{'negative': 0.3638887156425306, 'positive': 0.6361112843574694}"
4582341,RealRose,Aint Goin Back Remix,sadness,negative,"{'anger': 0.325286391379363, 'disgust': 0.3253435010728002, 'sadness': 0.32553904977620834, 'anticipation': 0.006248727308142663, 'joy': 0.007468722851940071, 'trust': 0.007395494251932141, 'fear': 0.0015766231288039032, 'surprise': 0.0011414902308097058}","{'positive': 0.02722489152429388, 'negative': 0.9727751084757061}"
4529165,Kool A.D.,The Planet Is Doomed,trust,positive,"{'trust': 0.15971365092166878, 'fear': 0.13926313487139064, 'sadness': 0.07720458936010823, 'anger': 0.11744582598155594, 'disgust': 0.0819614651303272, 'surprise': 0.12687561176916923, 'anticipation': 0.15289284960534238, 'joy': 0.1446428723604376}","{'positive': 0.5662032982387394, 'negative': 0.4337967017612606}"
5434494,Mumrunner,Rut,anger,negative,"{'anger': 0.12499999999999999, 'anticipation': 0.12499999999999999, 'disgust': 0.12499999999999999, 'fear': 0.12499999999999999, 'joy': 0.12499999999999999, 'sadness': 0.12499999999999999, 'surprise': 0.12499999999999999, 'trust': 0.12499999999999999}","{'negative': 0.5, 'positive': 0.5}"
7402191,WILLOW,​t r a n s p a r e n t s o u l Remix,trust,negative,"{'anger': 0.1275550710844412, 'disgust': 0.13785216418376575, 'sadness': 0.0849703354859176, 'trust': 0.24622606846204595, 'anticipation': 0.03134431640913391, 'fear': 0.1971528297986844, 'joy': 0.14578400982935255, 'surprise': 0.02911520474665869}","{'negative': 0.5211545786056565, 'positive': 0.47884542139434355}"
647855,Brooks & Dunn,I Cant Get Over You,anticipation,negative,"{'anger': 0.09966332580528235, 'disgust': 0.08015385501009656, 'fear': 0.08572455860033644, 'sadness': 0.1656338510044213, 'anticipation': 0.23324193957519446, 'trust': 0.20072024675207, 'joy': 0.10066723459770507, 'surprise': 0.03419498865489391}","{'negative': 0.5792231312070897, 'positive': 0.4207768687929103}"
4271950,Greyson Chance,​timekeeper,joy,positive,"{'anticipation': 0.10591826420235566, 'fear': 0.14088042823732042, 'joy': 0.2513017883488908, 'surprise': 0.08234798631402054, 'anger': 0.12360562370106579, 'trust': 0.09943658835925617, 'disgust': 0.0944395165525112, 'sadness': 0.10206980428457953}","{'positive': 0.6308115107912133, 'negative': 0.36918848920878666}"
5397422,Yung Zyrex,No Hook No Reality,anger,negative,"{'anger': 0.27684603549509695, 'disgust': 0.23166984183658096, 'anticipation': 0.021509215465398197, 'trust': 0.03843694017184339, 'fear': 0.21703643736282846, 'sadness': 0.18604475295773668, 'surprise': 0.015600839304132608, 'joy': 0.012855937406382727}","{'negative': 0.8920267662632566, 'positive': 0.10797323373674338}"
921939,The Nixons,Heaven Tonight,anger,negative,"{'anticipation': 0.39755487796147937, 'anger': 0.41715207764379436, 'sadness': 0.09471903347305964, 'fear': 0.09057401092166666}",{'negative': 1.0}
7688335,Charetta,Leather and Velvet Star,trust,positive,"{'anticipation': 0.136771453003581, 'joy': 0.13259248197588772, 'trust': 0.2104810968582044, 'anger': 0.14118135544840632, 'disgust': 0.10986058881949043, 'fear': 0.1320181477421546, 'surprise': 0.034504038278762736, 'sadness': 0.10259083787351285}","{'positive': 0.7111555378686498, 'negative': 0.2888444621313502}"
1488454,The Dreadnoughts,Fire Marshall Willy,trust,positive,"{'anticipation': 0.2518311739360173, 'joy': 0.06532187129191666, 'surprise': 0.06532187129191666, 'trust': 0.343413297364988, 'disgust': 0.04896961529624443, 'fear': 0.15765080732883957, 'sadness': 0.042528777424709466, 'anger': 0.02496258606536784}","{'negative': 0.3414738709992687, 'positive': 0.6585261290007313}"
3702205,Bill Anderson,Open Up Your Heart,joy,positive,"{'joy': 0.476040108070229, 'sadness': 0.19355560157980806, 'anger': 0.11031096044612543, 'fear': 0.0977286955096511, 'trust': 0.014916543408130329, 'disgust': 0.07431884561001406, 'anticipation': 0.03312924537604208}","{'positive': 0.8242782162199372, 'negative': 0.17572178378006267}"
5811685,Lor (L'or),Solid Tape,joy,positive,"{'joy': 0.3641788472364426, 'anger': 0.036042258954569494, 'fear': 0.07045642196995984, 'sadness': 0.18300962954553512, 'anticipation': 0.16535345152827932, 'trust': 0.13823749065806698, 'disgust': 0.02777167054930667, 'surprise': 0.014950229557839869}","{'positive': 0.9643508628075234, 'negative': 0.0356491371924767}"
4054001,Dropping a Popped Locket,The Best of Me,disgust,negative,"{'anticipation': 0.02558590648686169, 'trust': 0.05322298135562796, 'fear': 0.22552016526114246, 'joy': 0.007741608559159142, 'anger': 0.22136178773535892, 'disgust': 0.23858519242610468, 'surprise': 0.001358490535675429, 'sadness': 0.22662386764006975}","{'positive': 0.09610683163295629, 'negative': 0.9038931683670437}"
232110,Barenaked Ladies,New Kid On the Block,fear,positive,"{'anger': 0.1549106406651334, 'sadness': 0.07430165903118707, 'anticipation': 0.1649369332675886, 'trust': 0.07218611236784683, 'disgust': 0.07770388808992226, 'joy': 0.18641966917199357, 'fear': 0.21521959962289153, 'surprise': 0.05432149778343676}","{'positive': 0.6847233863924483, 'negative': 0.31527661360755155}"
4177887,Trendd,Paper or Plastic,fear,negative,"{'anger': 0.20385632691682726, 'disgust': 0.19391094177826226, 'fear': 0.2793509524637393, 'sadness': 0.27146357248031355, 'anticipation': 0.02041646414673744, 'joy': 0.010394317016101995, 'surprise': 0.010213108181916317, 'trust': 0.010394317016101995}","{'positive': 0.08923971280188406, 'negative': 0.910760287198116}"
702097,Pressure 4-5,Melt Me Down,fear,negative,"{'fear': 0.2431024830040965, 'surprise': 0.11290212542430286, 'anger': 0.20516456770835012, 'sadness': 0.20516456770835012, 'disgust': 0.1751234786279184, 'anticipation': 0.016532966525777317, 'trust': 0.030943814231887256, 'joy': 0.011065996769317372}","{'positive': 0.4750355529560197, 'negative': 0.5249644470439804}"
6047243,Karynn,Icons,anticipation,positive,"{'anticipation': 0.344016222007026, 'joy': 0.08887154021793406, 'surprise': 0.05495436206210474, 'trust': 0.07233111217154903, 'sadness': 0.11148124271825825, 'anger': 0.04214527852986763, 'disgust': 0.04214527852986763, 'fear': 0.2440549637633928}","{'positive': 0.5125136524328815, 'negative': 0.48748634756711856}"
4034677,Hunter Klapperich,Dont Play Yoself Phil Diss,sadness,negative,"{'anticipation': 0.17910108059547072, 'fear': 0.15273853790485856, 'sadness': 0.19659111806741275, 'anger': 0.10877321810334473, 'trust': 0.09813063389396082, 'disgust': 0.1379789094760797, 'surprise': 0.07633486218147913, 'joy': 0.05035163977739349}","{'negative': 0.7023444024466281, 'positive': 0.297655597553372}"
828945,Company B,Fascinated club mix,joy,positive,"{'joy': 0.7102403078945451, 'trust': 0.11236206121079108, 'anticipation': 0.10358176784022827, 'surprise': 0.0738158630544356}",{'positive': 1.0}
5593391,LNFDukee,Bin Laden Freestyle,anger,negative,"{'anticipation': 0.11417894375774285, 'anger': 0.3035316941481108, 'disgust': 0.09455597535816046, 'joy': 0.14092790610128972, 'surprise': 0.08490210292297379, 'trust': 0.14092790610128972, 'fear': 0.12097547161043283}","{'negative': 0.6600037530656936, 'positive': 0.33999624693430636}"
4133465,Cheslon Romero AKA Chez,To Whom It May Concern,disgust,negative,"{'disgust': 0.19964189685741987, 'sadness': 0.16948212472593469, 'joy': 0.09347098577676174, 'trust': 0.08549696761355043, 'anger': 0.14834092072296273, 'fear': 0.16120080317266203, 'anticipation': 0.12525570514334952, 'surprise': 0.01711059598735913}","{'positive': 0.39105599355873677, 'negative': 0.6089440064412632}"
4313071,Jubilee Valley,Super-Sonic,anger,positive,"{'joy': 0.16177929927489765, 'anticipation': 0.06798421911116267, 'trust': 0.10992572891226306, 'anger': 0.21515240848842013, 'disgust': 0.09050288621300687, 'fear': 0.17295451824440583, 'sadness': 0.17295451824440583, 'surprise': 0.0087464215114381}","{'positive': 0.5504019531278408, 'negative': 0.4495980468721592}"
3324461,Spit L.,Follow Me.,fear,negative,"{'disgust': 0.17750025643720713, 'trust': 0.16284113626638244, 'anger': 0.13599282770900992, 'fear': 0.22211702732550476, 'sadness': 0.203430824628209, 'anticipation': 0.03160943321009477, 'surprise': 0.027856715342928277, 'joy': 0.03865177908066358}","{'positive': 0.42153867425133745, 'negative': 0.5784613257486625}"
4289515,Dami Oniru,Alive,fear,negative,"{'anticipation': 0.10153224965065616, 'joy': 0.09185026541974661, 'surprise': 0.03254311333077768, 'trust': 0.10938648570690944, 'fear': 0.2716566773231259, 'sadness': 0.17011394777680028, 'anger': 0.17023941288759412, 'disgust': 0.052677847904389875}","{'positive': 0.3481603975174426, 'negative': 0.6518396024825575}"
6504588,Ayanda Jiya,Let Me In,anticipation,positive,"{'anticipation': 0.935135836203882, 'trust': 0.010550976288230247, 'fear': 0.019973560162757222, 'sadness': 0.016084308655143875, 'surprise': 0.0036147267362482255, 'joy': 0.008495738183896028, 'disgust': 0.0020397780605253255, 'anger': 0.004105075709317112}","{'positive': 0.5150908011668746, 'negative': 0.48490919883312555}"
6850734,Different Boats,Girl at the Party,fear,negative,"{'fear': 0.30655884637712905, 'sadness': 0.29768179909698683, 'anticipation': 0.033662016635450834, 'joy': 0.02825385740652126, 'surprise': 0.0180207653828956, 'trust': 0.02825385740652126, 'anger': 0.27203355245637767, 'disgust': 0.015535305238117504}","{'negative': 0.7673066835101795, 'positive': 0.2326933164898205}"
3285494,NYDGE,Not You,sadness,negative,"{'anticipation': 0.016682831946616804, 'anger': 0.030129579185164273, 'disgust': 0.023189847629442085, 'fear': 0.030129579185164273, 'sadness': 0.5626880784290753, 'surprise': 0.023189847629442085, 'joy': 0.31399023599509507}","{'negative': 0.6262413795231573, 'positive': 0.3737586204768427}"
515807,U2,Every Breaking Wave,fear,negative,"{'anticipation': 0.15224821179945922, 'surprise': 0.04616135789097742, 'anger': 0.07061025971499271, 'disgust': 0.043927846653212616, 'fear': 0.2704989400006927, 'sadness': 0.2439636066169185, 'joy': 0.15969272944694263, 'trust': 0.012897047876804114}","{'negative': 0.6011491175994765, 'positive': 0.39885088240052335}"
1853574,Mitchell Grey,Heartstrings,sadness,positive,"{'anticipation': 0.02492276301701659, 'joy': 0.12299901935510896, 'surprise': 0.013481649535794471, 'trust': 0.028290049059025633, 'fear': 0.1813752073599305, 'sadness': 0.5606586479139009, 'anger': 0.03413633187961147, 'disgust': 0.03413633187961147}","{'positive': 0.687797405184632, 'negative': 0.31220259481536816}"
75801,Yungastro,LawsLive.And.Wont.Stop,anticipation,positive,"{'trust': 0.27037750368869373, 'anger': 0.1295376892095626, 'anticipation': 0.27660685244769795, 'fear': 0.07924104332925269, 'disgust': 0.051234038536012785, 'sadness': 0.05063733291031245, 'joy': 0.06967709221872351, 'surprise': 0.07268844765974439}","{'positive': 0.6907879270987689, 'negative': 0.30921207290123115}"
1663427,Vision Divine,Fly,sadness,negative,{'sadness': 1.0},"{'negative': 0.6906659317052598, 'positive': 0.3093340682947402}"
1912003,Mark Lanegan,Ten Feet Tall,sadness,positive,"{'anticipation': 0.17520208341005003, 'joy': 0.153014233090207, 'trust': 0.17753778498402814, 'fear': 0.1167278117035132, 'sadness': 0.24804612981586216, 'anger': 0.06473597849816973, 'disgust': 0.06473597849816973}","{'positive': 0.5194063380103567, 'negative': 0.48059366198964326}"
1124176,R.A. The Rugged Man,Chains clean feat. Killah Priest  Masta Killa,fear,negative,"{'anticipation': 0.06387509224216398, 'joy': 0.05363654720333064, 'surprise': 0.12134975978133436, 'trust': 0.1294411610337032, 'anger': 0.1614231002818937, 'disgust': 0.16057927410843148, 'fear': 0.17139011305650742, 'sadness': 0.1383049522926353}","{'positive': 0.475781485516032, 'negative': 0.5242185144839681}"
3923409,Boity,Wuz Dat?,anticipation,positive,"{'anticipation': 0.19189197403401712, 'anger': 0.13443856403130514, 'disgust': 0.10183178774112096, 'fear': 0.1156263166086162, 'sadness': 0.078625418977354, 'joy': 0.1420420605079101, 'trust': 0.16018379120836088, 'surprise': 0.0753600868913157}","{'negative': 0.4910097423795096, 'positive': 0.5089902576204903}"
4838583,Harbour,To Find Yourself,sadness,negative,"{'fear': 0.3942736871123997, 'sadness': 0.4287235111118519, 'anticipation': 0.17700280177574854}","{'negative': 0.5830741046586156, 'positive': 0.4169258953413843}"
5457585,Dumbsville,Jon Gray In The House,sadness,positive,"{'disgust': 0.48344385785856914, 'sadness': 0.49053471699811124, 'surprise': 0.009313023822846597, 'anger': 0.002819774552131659, 'fear': 0.0058388849727127575, 'anticipation': 0.004024870897814365, 'joy': 0.004024870897814365}","{'positive': 0.6862238854063156, 'negative': 0.3137761145936843}"
1467205,Massemord,A Devastation Giving Power of Life,sadness,negative,"{'anger': 0.18615888782275014, 'disgust': 0.19832081800426474, 'fear': 0.18526929578955825, 'sadness': 0.201994363933857, 'joy': 0.051681148845649526, 'trust': 0.09095259302737368, 'surprise': 0.04476511069825117, 'anticipation': 0.04085778187829561}","{'negative': 0.7792825832030754, 'positive': 0.22071741679692453}"
798571,Ambelique,Volare,joy,positive,"{'joy': 0.41013201970731056, 'sadness': 0.09714879283874785, 'surprise': 0.072813290645996, 'anticipation': 0.1727591165979425, 'trust': 0.1727591165979425, 'anger': 0.03719383180603037, 'fear': 0.03719383180603037}","{'positive': 0.7885044336495497, 'negative': 0.21149556635045033}"
6736901,John Lennon,Cold Turkey Take 1,sadness,negative,"{'anticipation': 0.09960101578016285, 'joy': 0.18750212805757574, 'fear': 0.18692606130601577, 'sadness': 0.2213663980873591, 'surprise': 0.06788060699885005, 'anger': 0.07463687097936778, 'disgust': 0.07463687097936778, 'trust': 0.08745004781130099}","{'positive': 0.4164813945944252, 'negative': 0.5835186054055748}"
3879032,Maddy Ellwanger,Wine I.V.,anticipation,positive,"{'fear': 0.10836492381537252, 'sadness': 0.08235781737780067, 'anticipation': 0.22085635961436986, 'joy': 0.17681082851079793, 'surprise': 0.08598583353295572, 'trust': 0.1715486866743871, 'anger': 0.08304733177531816, 'disgust': 0.07102821869899804}","{'negative': 0.3017516464898343, 'positive': 0.6982483535101657}"
460026,A1 A.E,5hots Album Version,joy,positive,"{'trust': 0.16663913375383735, 'disgust': 0.17305755424986535, 'joy': 0.18585574581604064, 'anger': 0.17856037311997014, 'fear': 0.1334391105926545, 'sadness': 0.10122710232259123, 'anticipation': 0.03654533276013192, 'surprise': 0.024675647384908725}","{'positive': 0.6878178923557485, 'negative': 0.3121821076442514}"
6184434,Craig Xen,Roaring Lion,fear,positive,"{'anger': 0.10232094677444349, 'fear': 0.16814319187956697, 'surprise': 0.13321188747354462, 'anticipation': 0.1453724224539978, 'disgust': 0.04959252368989778, 'joy': 0.15497653150172017, 'trust': 0.11553848742894324, 'sadness': 0.13084400879788602}","{'positive': 0.5853218475432506, 'negative': 0.4146781524567495}"
7312800,Porto Geese,Every Day Every Day,anticipation,negative,"{'anticipation': 0.6476938270642231, 'anger': 0.09186364007036205, 'disgust': 0.04058763531520478, 'joy': 0.04430499519125749, 'fear': 0.08777495117947623, 'surprise': 0.05127600475515726, 'trust': 0.03649894642431896}","{'negative': 0.5606113427905707, 'positive': 0.4393886572094294}"
3216048,Terror Pigeon,Friends,joy,positive,"{'joy': 0.261355557676243, 'surprise': 0.07762388024027486, 'trust': 0.1646478943907636, 'anticipation': 0.14169522152334943, 'anger': 0.14283742547638087, 'disgust': 0.1071144522277957, 'fear': 0.012588769071864727, 'sadness': 0.09213679939332786}","{'positive': 0.6558966909213978, 'negative': 0.34410330907860215}"
6238323,Jayden Allen,I Dont Wanna Live,sadness,negative,"{'anger': 0.11237855473884002, 'anticipation': 0.10233975237241551, 'disgust': 0.11237855473884002, 'fear': 0.1319041398040397, 'joy': 0.12812543222079864, 'sadness': 0.18448599560657575, 'surprise': 0.10233975237241551, 'trust': 0.12604781814607494}","{'positive': 0.4753416590540457, 'negative': 0.5246583409459543}"
1558106,Jamia Simone Nash & Impact Repertory Theatre,Raise It Up,joy,positive,"{'trust': 0.22328606100035947, 'fear': 0.08773543166115191, 'sadness': 0.06724173828188001, 'anger': 0.018989830450355415, 'disgust': 0.012265848755834812, 'joy': 0.31001006595444375, 'anticipation': 0.16155160699330015, 'surprise': 0.11891941690267445}","{'negative': 0.18576672613103284, 'positive': 0.8142332738689672}"
1205908,Thrice,Eleanor Rigby,fear,negative,"{'anger': 0.23603858291908897, 'disgust': 0.23695964045623602, 'fear': 0.2396182298941611, 'sadness': 0.2396182298941611, 'anticipation': 0.011330604362143679, 'joy': 0.011330604362143679, 'trust': 0.025104108112065447}","{'negative': 0.933891017861576, 'positive': 0.06610898213842402}"
5972024,Game Voice,RAINING,joy,negative,"{'joy': 0.2026994340746413, 'trust': 0.17783414731865502, 'anger': 0.15569689777486811, 'sadness': 0.12209110995957158, 'anticipation': 0.08965032122369576, 'disgust': 0.03500456811673246, 'fear': 0.12747297595569873, 'surprise': 0.08955054557613697}","{'positive': 0.465615022859787, 'negative': 0.534384977140213}"
700230,The Jacka,Lost My Way,trust,negative,"{'anger': 0.18805312020953183, 'disgust': 0.07056897197375249, 'fear': 0.15432729648151275, 'sadness': 0.09794785807911154, 'anticipation': 0.14336646041627865, 'trust': 0.19262534092439051, 'joy': 0.0894159645648555, 'surprise': 0.06369498735056671}","{'negative': 0.5549222070740332, 'positive': 0.4450777929259668}"
3999812,SAN XYZ,Drip,anger,positive,"{'anger': 0.5975077373744125, 'disgust': 0.0784878685940781, 'joy': 0.10550731137608398, 'trust': 0.03590336116927404, 'fear': 0.04403277757393403, 'sadness': 0.02728215554334995, 'anticipation': 0.01537992759524631, 'surprise': 0.09589886077362113}","{'negative': 0.43525702978324887, 'positive': 0.5647429702167511}"
6017020,Mist6ke,Escape room,fear,negative,"{'anger': 0.18154805321180048, 'disgust': 0.14907478531395688, 'fear': 0.2081342179437561, 'sadness': 0.16935171419990927, 'anticipation': 0.0781841431159935, 'joy': 0.06415217261304039, 'surprise': 0.08540274098850298, 'trust': 0.06415217261304039}","{'negative': 0.7103401666202335, 'positive': 0.28965983337976653}"
5314889,LO-FI LE-VI,Dive In,sadness,negative,"{'anticipation': 0.00807792787852335, 'fear': 0.2301781046397842, 'surprise': 0.00807792787852335, 'trust': 0.22870769013323938, 'sadness': 0.3005981587874916, 'joy': 0.2243601906824383}","{'positive': 0.38425653907229773, 'negative': 0.6157434609277023}"
1651481,Storyhill,Pieces Of Love,sadness,negative,"{'joy': 0.4135608283223512, 'sadness': 0.5287895905084365, 'anticipation': 0.016467078100204275, 'surprise': 0.02471542496880347, 'trust': 0.016467078100204275}","{'negative': 0.5682497137569985, 'positive': 0.43175028624300155}"
1752999,Hot Water Music,Rest Assured,fear,positive,"{'anticipation': 0.06103447144233096, 'joy': 0.056845544939755216, 'anger': 0.12780842993906777, 'disgust': 0.15853924960861182, 'fear': 0.22484491994779124, 'sadness': 0.22484491994779124, 'surprise': 0.016165358817672917, 'trust': 0.12991710535697895}","{'positive': 0.5125383161056494, 'negative': 0.48746168389435063}"
4482726,No Rome,All Up in My Head,anticipation,negative,"{'anticipation': 0.7174894367799494, 'anger': 0.0860726701629527, 'fear': 0.0860726701629527, 'surprise': 0.033748814016835514, 'disgust': 0.03830820443865496, 'sadness': 0.03830820443865496}","{'positive': 0.4681481670239174, 'negative': 0.5318518329760825}"
822604,LL Cool J,U Cant Fk with Me,sadness,positive,"{'anger': 0.1352231083799742, 'fear': 0.22236404116434103, 'surprise': 0.02891602803253109, 'disgust': 0.15127698207906387, 'sadness': 0.2524113082506766, 'trust': 0.08574757251453818, 'anticipation': 0.0572972417153426, 'joy': 0.0667637178635324}","{'positive': 0.7951537055706122, 'negative': 0.20484629442938782}"
5284272,Marbo Beatz & Graphic Muzik,Look at Dat Booty Right There,trust,positive,"{'anger': 0.05019436170443942, 'disgust': 0.03622597276869447, 'anticipation': 0.21750369132051847, 'joy': 0.21851414857710996, 'surprise': 0.22404254859744538, 'trust': 0.2273765293714384, 'fear': 0.015671134660377894, 'sadness': 0.010471612999975906}","{'positive': 0.8115660376727994, 'negative': 0.18843396232720055}"
493534,Mando Diao,Black Saturday,anger,negative,"{'anger': 0.22773215249139175, 'fear': 0.09453571545399499, 'anticipation': 0.20567987112500805, 'trust': 0.10694044949614985, 'sadness': 0.1823328897112979, 'joy': 0.04225300818717759, 'surprise': 0.09138946086107876, 'disgust': 0.04913645267390116}","{'negative': 0.8434987757068549, 'positive': 0.15650122429314506}"
6941080,Bryan Halo,Wide Awake,sadness,negative,"{'trust': 0.13798615685631796, 'sadness': 0.24999562943139178, 'surprise': 0.09126597942826736, 'disgust': 0.15872965000312442, 'fear': 0.19993004421143945, 'anticipation': 0.1396397554635079, 'joy': 0.022452784605951057}","{'negative': 0.7669000827514065, 'positive': 0.23309991724859336}"
7782021,The Dead Love,Bones,sadness,negative,"{'sadness': 0.41456256759220006, 'surprise': 0.4145117177751399, 'anticipation': 0.009620344769104519, 'fear': 0.04848441656118768, 'anger': 0.06878287202682966, 'disgust': 0.044038081275538314}","{'negative': 0.9781758759553498, 'positive': 0.021824124044650124}"
3988620,twenty one pilots,Smithereens,fear,negative,"{'anger': 0.16534285281753827, 'fear': 0.16967343430862328, 'sadness': 0.09701439317650941, 'anticipation': 0.14401797550701537, 'joy': 0.09477898341878756, 'surprise': 0.09477898341878756, 'disgust': 0.09237638099165942, 'trust': 0.14201699636107928}","{'positive': 0.3956292831552273, 'negative': 0.6043707168447727}"
2245461,ItaloBrothers,My Life Is A Party - Club Mix,joy,positive,"{'anticipation': 0.2707251440641433, 'joy': 0.36463742796792836, 'trust': 0.36463742796792836}",{'positive': 1.0}
3525643,Ramr delbon,Love Longing,trust,positive,"{'anticipation': 0.14126755765485646, 'joy': 0.13431208145057627, 'sadness': 0.031372773771248044, 'trust': 0.5914002468811316, 'anger': 0.0787424261346694, 'surprise': 0.022904914107518406}","{'positive': 0.9244475939570967, 'negative': 0.07555240604290317}"
2037893,BeatKing,Hard On A Hoe Interlude,anger,negative,"{'anger': 0.2587116370574805, 'disgust': 0.2587116370574805, 'fear': 0.1934707017891131, 'sadness': 0.1934707017891131, 'anticipation': 0.03619509999074019, 'trust': 0.05944022231607252}",{'negative': 1.0}
3215473,Bright November,Head Heart,fear,negative,"{'anticipation': 0.07776317003095765, 'joy': 0.11841366242054738, 'sadness': 0.19395309350641016, 'trust': 0.15626464701961776, 'fear': 0.22122558007156207, 'anger': 0.11618992347545251, 'disgust': 0.11618992347545251}","{'positive': 0.33564015865040514, 'negative': 0.6643598413495948}"
6019230,Big Fredo,6amIntro,joy,positive,"{'anticipation': 0.12398112091774266, 'joy': 0.22472265816515033, 'trust': 0.06554263528077699, 'anger': 0.154980655019035, 'disgust': 0.12912367641441397, 'fear': 0.15414382466013782, 'sadness': 0.12998792087737754, 'surprise': 0.017517508665365673}","{'positive': 0.7288076564741518, 'negative': 0.27119234352584826}"
1376936,The Long Winters,Everything Is Talking,fear,negative,"{'anger': 0.16306249866573233, 'sadness': 0.16306249866573233, 'disgust': 0.17022636196938576, 'anticipation': 0.059238672056786276, 'joy': 0.02928582450572056, 'surprise': 0.02928582450572056, 'trust': 0.139325709060199, 'fear': 0.24651261057072327}","{'positive': 0.27156397803608195, 'negative': 0.728436021963918}"
7556290,Imanisaka,Shallow,sadness,positive,"{'sadness': 0.3155881669927738, 'surprise': 0.16907611203804032, 'fear': 0.14651205495473352, 'trust': 0.10210365810586053, 'anticipation': 0.2091180988668142, 'joy': 0.05760190904177761}","{'positive': 0.694880352239218, 'negative': 0.30511964776078204}"
